"id","profileName","text","date","title","rating","images","helpful"
"RVCEQ1GTLDLK","Mohd Aslam","
  Full of unnecessary stuff and too lengthy. I think what Robin Sharma could have done in just abiut 75 pages has been stretched to into 300 pages. The charecters in the fable too much filmsy to identified with. Agreed that waking up at 5.00 AM is good habit and lot of people wake up even at 4 AM and follow the kind of things that Robin Sharma recommends but do all of them become Ambani or Adani ? On the contrary lot of guys who go to bed at 2.00 AM and wake up in the afternoon and yet produce excellent results in whatever they do.
","Reviewed in India on 7 July 2019","Pure Fantasy",2,"","0"
"R9IJLP9N3XCJT","Shilpa Goel","
  If a book that’s made a great impact on my life after the book The Secret, it’s The 5 AM Club. I loved the way insights are given via a story that revolves around four characters unlike other self-help books. It keeps you interested and at the end, you can even sense a subtle attachment to the characters, especially The Billionaire.
","Reviewed in India on 27 August 2019","Life Changer",5,"","1"
"RW6NSM0JKCQ0N","Amazon Customer","
  I like the part where the book guides with minutest details on how to do that it preaches. As of now, I haven't started following everything that it prescribes, but I have made a beginning &  intend to follow through few of the ways prescribed. I like that many of the things in it that which I understand makes perfect sense to me, even though I don't currently follow it. And Iam sure, if I follow through, it will work especially the 20/20/20 part. Thanks a ton to the author for writing this book. It is very helpful.
","Reviewed in India on 1 May 2019","Liked the book",5,"","0"
"R30L0H2HZJ804K","ghulam murtaza","
  This book is exhaustive and contains all the basic tools by which one can become a member of 5AM club by beating the procrastination in anyform. The most important thing that I like is that the author, no doubt, has dealt even a miniscule concept with details, as in the language of author ""with granularity"". This book is highly recommended to those who have become the victims of self denial, procrastination, technology in destructive way like social sites, digital dementia etc., who really want to come out of these sorts of enslavement. Thumbs up Mr Robin Sharma for this another masterpiece of yours.
","Reviewed in India on 1 November 2020","Complete package for high performance",5,"","0"
"R3UX5S8TD3DT4C","Kaizad","
  Yet again Robin Sharma has come up with a masterpiece. The book does show that years of hardwork has gone into the making. Good insights which can be practically followed and the best part is you are able to relate to his writing.Only slight dislike is when the author tries to dramatise the situation, Robin obviously is not a fiction writer and should stick to what he does best. Simplicity still touches the heart.
","Reviewed in India on 28 November 2019","Masterpiece",5,"","0"
"RKMD0S2B4XTY8","NITIN C.","
  Book dosen't have much content over and above the title which ""wake up 5 am .. you will do well in life. Finish. That's literally it, the message in the book. Don't buy if you are looking for ""Ferrari"" kind of magical reading, this felt like a Half hearted attempt by Robin. Actually buy it anyway given its not that expensive but dont count on it for engrossed reading.
","Reviewed in India on 26 May 2020","Not much content apart from title",2,"","0"
"R1ROXUDU24D6L7","Aathith Pranesh . A","
  This is the book for you if you don't have morning routine ,if you feel depressed, it's about the morning routine that will change your life and boosts up your activity in all fields ,and author narrates the story in beautiful manner,and he adds many quotes from  famous persons and authors worldwide , probably one of the best books I read, if you have finished this one and go for other works of Robin Sharma , Conclusively This is Book that can change your life ,from my point of view ,Thank you reading my review patiently ❤️❤️
","Reviewed in India on 16 November 2020","Own your morning , elevate your life",5,"","1"
"R2SLAR09SLE6TP","madhav","
  I have gone through all the books written by robin sharma..This is the best book i have read in my life!!!  This is one book that could change your life forever. It could be your doorway to new realms of happiness, peace, prosperity in your life. Also please consider joining 66 days challenge get use of this practical approach & gifting this book to change your friends & loved one's life!!!
","Reviewed in India on 16 January 2019","!!Amazing book to change our life!!!",5,"","1"
"R3U7ZNXTGQBI0A","Vivian Ronaldo","
  Why Sharma takes this approach is perplexing. No matter how valuable his thoughts and insights are – and there’s some really good stuff here on defending yourself against digital distraction, the ­neuroscience behind daily exercise and the small yet fun steps to increasing productivity and, ultimately, happiness – hiding them behind completely unrealistic characters and dreadful storytelling seems completely bizarre.
","Reviewed in India on 30 August 2019","It is a book that will test the patience of those who are not wholeheartedly in the Sharma camp.",4,"https://images-na.ssl-images-amazon.com/images/I/61rvZxiYWWL.jpg","0"
"R3M9LPC18OSDMG","Mishitaa","
  Genre- Motivational/ Self-helpWriting style - Narrative + InformativeClap-clap - Tolstoy wrote,'everyone thinks of changing the world but no one thinks of changing himself.' Become a bigger person and you'll automatically become a better leader- and a greater producer. And yes, I agree that growth can be scary. But my mentor once taught me that 'the part of you that clingsto fear must experince a sort of crucifixion so that the portion of you that deserves high honor undergoes a kind of reincarnation.' Those are the exact words he shared with me. Freaky and deep, right?Description- Not every book needs to have a romantic story to make it famous and deep, there are writers like @robinsharma who creates a masterpiece with his work and this book believe me, will force you, exhilarate you to get up and get moving, more faster than you can ever imagine.His work is to die for and what an amazing author, if not books follow him and listen to his podcasts. This book will keep you up and get going, that's about it. No actually it's a big journey, which will makes it easier to complete the journey.
","Reviewed in India on 12 August 2019","Love the craft!",5,"https://images-na.ssl-images-amazon.com/images/I/719+gnhIcYL.jpg","0"
